Bowler Type,Variation,Length,Pitch,Phase,Shot,Dot,1,2,3,4,6,Wicket,Extra
Fast,ReverseSwing,Bouncer,Dry,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dry,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dry,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dry,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,ReverseSwing,Bouncer,Dry,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dry,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,ReverseSwing,Bouncer,Dry,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dry,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,ReverseSwing,Bouncer,Dry,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,ReverseSwing,Bouncer,Dusty,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Dusty,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,ReverseSwing,Bouncer,Dusty,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Dusty,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,ReverseSwing,Bouncer,Dusty,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,ReverseSwing,Bouncer,Hard,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Hard,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,ReverseSwing,Bouncer,Hard,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Hard,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,ReverseSwing,Bouncer,Hard,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,ReverseSwing,Bouncer,Flat,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,ReverseSwing,Bouncer,Flat,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,ReverseSwing,Bouncer,Flat,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,ReverseSwing,Bouncer,Flat,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,ReverseSwing,Bouncer,Flat,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Green,PowerPlay,Drive,42.85,19.05,6.67,0.0,14.29,2.86,12.38,1.9
Fast,Inswing,Hard,Green,PowerPlay,Cut,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,PowerPlay,Pull,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,PowerPlay,Leg Glance,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,PowerPlay,Flick,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,PowerPlay,Sweep,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,PowerPlay,Switch hit,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,PowerPlay,Slog,34.78,8.7,2.61,0.0,17.39,17.39,17.39,1.74
Fast,Inswing,Hard,Green,PowerPlay,Loft,49.02,14.71,4.9,0.0,9.8,4.9,14.71,1.96
Fast,Inswing,Hard,Green,Middle Phase,Drive,48.54,19.42,6.8,0.0,9.71,0.97,12.62,1.94
Fast,Inswing,Hard,Green,Middle Phase,Cut,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Middle Phase,Pull,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Middle Phase,Leg Glance,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Middle Phase,Flick,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Middle Phase,Sweep,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Middle Phase,Switch hit,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Middle Phase,Slog,39.83,8.85,2.65,0.0,13.27,15.93,17.7,1.77
Fast,Inswing,Hard,Green,Middle Phase,Loft,55.0,15.0,5.0,0.0,5.0,3.0,15.0,2.0
Fast,Inswing,Hard,Green,Death,Drive,29.67,16.95,5.93,0.0,16.95,13.56,15.25,1.69
Fast,Inswing,Hard,Green,Death,Cut,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Green,Death,Pull,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Green,Death,Leg Glance,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Green,Death,Flick,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Green,Death,Sweep,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Green,Death,Switch hit,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Green,Death,Slog,23.45,7.81,2.34,0.0,19.53,25.78,19.53,1.56
Fast,Inswing,Hard,Green,Death,Loft,34.79,13.04,4.35,0.0,13.04,15.65,17.39,1.74
Fast,Inswing,Hard,Dry,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,Inswing,Hard,Dry,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,Inswing,Hard,Dry,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dry,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,Inswing,Hard,Dry,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,Inswing,Hard,Dry,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dry,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,Inswing,Hard,Dry,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dry,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dry,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dry,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dry,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dry,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dry,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,Inswing,Hard,Dry,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,Inswing,Hard,Dusty,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,Inswing,Hard,Dusty,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Dusty,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,Inswing,Hard,Dusty,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,Inswing,Hard,Dusty,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Dusty,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,Inswing,Hard,Dusty,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Dusty,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,Inswing,Hard,Dusty,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,Inswing,Hard,Hard,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,Inswing,Hard,Hard,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Hard,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,Inswing,Hard,Hard,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Middle Phase,Flick,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Middle Phase,Sweep,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Middle Phase,Switch hit,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Middle Phase,Slog,35.41,8.85,2.65,0.0,17.7,20.35,13.27,1.77
Fast,Inswing,Hard,Hard,Middle Phase,Loft,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Hard,Death,Drive,25.42,16.95,5.93,0.0,21.19,17.8,11.02,1.69
Fast,Inswing,Hard,Hard,Death,Cut,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,Death,Pull,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,Death,Leg Glance,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,Death,Flick,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,Death,Sweep,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,Death,Switch hit,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Hard,Death,Slog,19.54,7.81,2.34,0.0,23.44,29.69,15.62,1.56
Fast,Inswing,Hard,Hard,Death,Loft,30.44,13.04,4.35,0.0,17.39,20.0,13.04,1.74
Fast,Inswing,Hard,Flat,PowerPlay,Drive,38.09,19.05,6.67,0.0,19.05,7.62,7.62,1.9
Fast,Inswing,Hard,Flat,PowerPlay,Cut,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,PowerPlay,Pull,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,PowerPlay,Leg Glance,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,PowerPlay,Flick,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,PowerPlay,Sweep,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,PowerPlay,Switch hit,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,PowerPlay,Slog,30.43,8.7,2.61,0.0,21.74,21.74,13.04,1.74
Fast,Inswing,Hard,Flat,PowerPlay,Loft,44.12,14.71,4.9,0.0,14.71,9.8,9.8,1.96
Fast,Inswing,Hard,Flat,Middle Phase,Drive,43.68,19.42,6.8,0.0,14.56,5.83,7.77,1.94
Fast,Inswing,Hard,Flat,Middle Phase,Cut,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Flat,Middle Phase,Pull,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
Fast,Inswing,Hard,Flat,Middle Phase,Leg Glance,50.0,15.0,5.0,0.0,10.0,8.0,10.0,2.0
